Time,FirstHarmonic
0.000000000000000000e+00,2.149045458283523613e-01
4.081632653061224580e-01,1.941002339869064286e-01
8.163265306122449161e-01,1.363727536707223520e-01
1.224489795918367374e+00,5.806432751463556224e-02
1.632653061224489832e+00,2.493459099917671312e-02
2.040816326530612290e+00,8.064758305542117645e-02
2.448979591836734748e+00,1.046812839665523798e-01
2.857142857142857206e+00,9.273893521041498555e-02
3.265306122448979664e+00,5.369740132775556452e-02
3.673469387755102122e+00,6.635041749908809905e-03
4.081632653061224580e+00,4.331658519869761859e-02
4.489795918367347483e+00,6.939852242979008268e-02
4.897959183673469497e+00,7.093949118906414664e-02
5.306122448979591510e+00,5.097788083042013862e-02
5.714285714285714413e+00,1.999312743666287889e-02
6.122448979591837315e+00,1.812006077978090685e-02
6.530612244897959329e+00,3.948284533577692268e-02
6.938775510204081343e+00,4.662265257002738000e-02
7.346938775510204245e+00,3.852944823195260382e-02
7.755102040816327147e+00,2.102404771956382576e-02
8.163265306122449161e+00,1.062979893088748448e-02
8.571428571428571175e+00,2.378642416442817986e-02
8.979591836734694965e+00,3.222771338003517505e-02
9.387755102040816979e+00,3.123507155416977571e-02
9.795918367346938993e+00,2.269545496728529385e-02
1.020408163265306101e+01,1.134465378340549467e-02
1.061224489795918302e+01,8.728580544715659403e-03
1.102040816326530681e+01,1.435404879510492580e-02
1.142857142857142883e+01,1.670051064840925512e-02
1.183673469387755084e+01,1.444098506245119519e-02
1.224489795918367463e+01,9.385722267779303060e-03
1.265306122448979664e+01,5.038946658230928841e-03
1.306122448979591866e+01,5.378712791404515609e-03
1.346938775510204067e+01,6.376747723276202269e-03
1.387755102040816269e+01,5.934579400299616093e-03
1.428571428571428648e+01,4.596124655375474419e-03
1.469387755102040849e+01,4.445993641780175525e-03
1.510204081632653050e+01,5.784725809319977465e-03
1.551020408163265429e+01,6.445532890976815241e-03
1.591836734693877631e+01,6.105182982444646266e-03
1.632653061224489832e+01,5.028348650476264191e-03
1.673469387755102034e+01,3.790524150679476685e-03
1.714285714285714235e+01,4.349402190534224291e-03
1.755102040816326436e+01,6.598681568286052235e-03
1.795918367346938993e+01,9.050358187606629551e-03
1.836734693877551194e+01,1.020325892087521093e-02
1.877551020408163396e+01,9.605160926355809509e-03
1.918367346938775597e+01,7.175333650738221873e-03
1.959183673469387799e+01,4.244215823449555905e-03
2.000000000000000000e+01,4.064305562712348767e-03
