Time,FirstHarmonic
0.000000000000000000e+00,1.900436109578243216e-01
4.081632653061224580e-01,1.821011386979925761e-01
8.163265306122449161e-01,1.439006810036852213e-01
1.224489795918367374e+00,8.394334524333466052e-02
1.632653061224489832e+00,8.602989092092702683e-02
2.040816326530612290e+00,1.565897490664887870e-01
2.448979591836734748e+00,2.126756653240730599e-01
2.857142857142857206e+00,2.319089775556192889e-01
3.265306122448979664e+00,2.087823094047613071e-01
3.673469387755102122e+00,1.531386016484734269e-01
4.081632653061224580e+00,8.262439102647986533e-02
4.489795918367347483e+00,2.707333857686039513e-02
4.897959183673469497e+00,5.723191294444381072e-02
5.306122448979591510e+00,9.095749217303897294e-02
5.714285714285714413e+00,1.171250715251436619e-01
6.122448979591837315e+00,1.419364706586354052e-01
6.530612244897959329e+00,1.606532541789350288e-01
6.938775510204081343e+00,1.604709918720729489e-01
7.346938775510204245e+00,1.281316994683122379e-01
7.755102040816327147e+00,6.710999550484751663e-02
8.163265306122449161e+00,3.219941259216495266e-02
8.571428571428571175e+00,1.067020131327619803e-01
8.979591836734694965e+00,1.638230182444082861e-01
9.387755102040816979e+00,1.869023178542324470e-01
9.795918367346938993e+00,1.666961880882314451e-01
1.020408163265306101e+01,1.158063066245875045e-01
1.061224489795918302e+01,6.925251957324560226e-02
1.102040816326530681e+01,7.530433520191086305e-02
1.142857142857142883e+01,9.590482371938284512e-02
1.183673469387755084e+01,8.805143185332439670e-02
1.224489795918367463e+01,5.500936377826144696e-02
1.265306122448979664e+01,3.662260160246768453e-02
1.306122448979591866e+01,7.657660360357135265e-02
1.346938775510204067e+01,1.160158068224999839e-01
1.387755102040816269e+01,1.363302058928986260e-01
1.428571428571428648e+01,1.239433806866330201e-01
1.469387755102040849e+01,7.120773302040327157e-02
1.510204081632653050e+01,1.708137769034674333e-02
1.551020408163265429e+01,1.201484334894356021e-01
1.591836734693877631e+01,2.155329707580301013e-01
1.632653061224489832e+01,2.764672626184184190e-01
1.673469387755102034e+01,2.830107699928970932e-01
1.714285714285714235e+01,2.375370607313532223e-01
1.755102040816326436e+01,1.472892370950497076e-01
1.795918367346938993e+01,3.627456318892151310e-02
1.836734693877551194e+01,8.552752105698671614e-02
1.877551020408163396e+01,1.734832321001570088e-01
1.918367346938775597e+01,2.175293043328355158e-01
1.959183673469387799e+01,2.207844380290342468e-01
2.000000000000000000e+01,1.906467915452985662e-01
