Time,FirstHarmonic
0.000000000000000000e+00,2.423624684978661903e-01
4.081632653061224580e-01,2.244544676784557546e-01
8.163265306122449161e-01,1.596578110643603332e-01
1.224489795918367374e+00,6.747585950014650669e-02
1.632653061224489832e+00,2.668566559873910421e-02
2.040816326530612290e+00,9.749739852939341700e-02
2.448979591836734748e+00,1.291852095491620445e-01
2.857142857142857206e+00,1.169715062098694025e-01
3.265306122448979664e+00,7.027681458090298539e-02
3.673469387755102122e+00,7.523615936132846578e-03
4.081632653061224580e+00,5.136569819625509681e-02
4.489795918367347483e+00,8.653922466908713085e-02
4.897959183673469497e+00,9.077348881666517932e-02
5.306122448979591510e+00,6.443690345704908284e-02
5.714285714285714413e+00,1.956588662551796490e-02
6.122448979591837315e+00,3.208038676298601011e-02
6.530612244897959329e+00,6.891539404307521488e-02
6.938775510204081343e+00,8.511043838925448635e-02
7.346938775510204245e+00,7.801419968982074848e-02
7.755102040816327147e+00,5.334545883596878563e-02
8.163265306122449161e+00,2.590433293860426936e-02
8.571428571428571175e+00,3.365596739154232131e-02
8.979591836734694965e+00,5.294678230405151786e-02
9.387755102040816979e+00,5.862579268369690066e-02
9.795918367346938993e+00,4.834839442817943922e-02
1.020408163265306101e+01,2.670442657309618495e-02
1.061224489795918302e+01,9.835731744721866107e-03
1.102040816326530681e+01,2.797649638873687603e-02
1.142857142857142883e+01,4.259609957082256815e-02
1.183673469387755084e+01,4.615458802399309557e-02
1.224489795918367463e+01,3.912164652793799491e-02
1.265306122448979664e+01,2.532538974802821599e-02
1.306122448979591866e+01,1.364657676989517419e-02
1.346938775510204067e+01,1.891461476663877303e-02
1.387755102040816269e+01,2.990713742469566783e-02
1.428571428571428648e+01,3.507523605270314315e-02
1.469387755102040849e+01,3.261224038266601066e-02
1.510204081632653050e+01,2.245218585630089428e-02
1.551020408163265429e+01,1.190229257818923095e-02
1.591836734693877631e+01,2.355985095329288584e-02
1.632653061224489832e+01,4.484697919822419609e-02
1.673469387755102034e+01,6.155900812745181139e-02
1.714285714285714235e+01,6.934788724993141973e-02
1.755102040816326436e+01,6.465241990356737634e-02
1.795918367346938993e+01,4.862481187452685760e-02
1.836734693877551194e+01,3.098097076221702564e-02
1.877551020408163396e+01,3.289762562142296842e-02
1.918367346938775597e+01,4.680031323299964352e-02
1.959183673469387799e+01,4.996038346058295776e-02
2.000000000000000000e+01,3.692624793466749156e-02
